task_id,title,description,category,priority,status,created_date,due_date,completion_date,assigned_to,created_by,manager,department,estimated_hours,actual_hours,complexity_score,dependencies_count,user_current_workload,user_experience_level,task_age_days,is_overdue
TASK_043294,Task 43294: Review and update comprehensive documentation for security audit process,Create streamlined report for workflow automation stakeholders. prepare critical presentation for security audit meeting,Design,Medium,Not Started,2025-01-05,2025-01-15,,user_190,user_004,manager_10,Operations,30.63,,8.0,1,6,6.4,162,True
TASK_043295,Task 43295: Configure advanced settings for payment processing deployment,Review and update routine documentation for client onboarding process. prepare complex presentation for user authentication meeting,Research,Low,Cancelled,2025-06-10,2025-06-14,2025-06-14,user_094,user_003,manager_08,HR,28.96,,7.3,2,7,6.2,6,False
TASK_043296,Task 43296: Develop comprehensive strategy for data migration campaign,Fix comprehensive bug in workflow automation system. analyze routine data for client onboarding optimization,Infrastructure,Low,Not Started,2025-06-16,2025-06-24,,user_006,user_175,manager_03,Operations,8.39,,9.1,0,13,3.5,0,False
TASK_043297,Task 43297: Conduct advanced research on payment processing market trends,Prepare enhanced presentation for client onboarding meeting. implement streamlined functionality for the workflow automation module,Design,Medium,Completed,2025-06-05,2025-06-09,2025-06-08,user_192,user_008,manager_05,Marketing,52.31,51.48,4.2,0,7,7.4,11,False
TASK_043298,Task 43298: Integrate advanced API with user authentication service,Test complex feature in security audit environment. analyze complex data for system integration optimization,Documentation,High,In Progress,2025-03-18,2025-03-27,,user_085,user_187,manager_24,Engineering,36.71,54.69,2.2,0,9,6.9,90,True
TASK_043299,Task 43299: Prepare new presentation for compliance check meeting,Validate complex requirements for payment processing project. configure urgent settings for user authentication deployment,Customer Support,Low,Completed,2025-04-21,2025-05-06,,user_072,user_019,manager_20,Marketing,11.86,10.67,3.8,3,5,5.7,56,False
TASK_043300,Task 43300: Test streamlined feature in security audit environment,Design critical interface for user authentication application. configure routine settings for workflow automation deployment,Marketing,Medium,Completed,2025-08-20,2025-08-22,,user_045,user_009,manager_22,Sales,2.19,2.69,7.0,0,10,8.1,-65,False
TASK_043301,Task 43301: Test complex feature in workflow automation environment,Analyze automated data for compliance check optimization. analyze streamlined data for workflow automation optimization,Sales,Medium,In Progress,2025-05-18,2025-05-21,,user_069,user_060,manager_02,Marketing,24.7,66.8,1.0,1,8,4.9,29,True
TASK_043302,Task 43302: Create automated report for payment processing stakeholders,,Operations,Medium,Completed,2025-03-22,2025-03-24,,user_164,user_195,manager_06,Operations,379.57,459.9,4.8,0,9,5.0,86,False
TASK_043303,Task 43303: Implement comprehensive functionality for the payment processing module,Validate complex requirements for payment processing project. conduct advanced research on payment processing market trends,Documentation,Low,In Progress,2025-08-20,2025-08-28,,user_022,user_007,manager_24,Engineering,31.21,25.09,1.0,2,11,6.3,-65,False
TASK_043304,Task 43304: Monitor streamlined metrics for client onboarding dashboard,Develop complex strategy for workflow automation campaign. configure critical settings for user authentication deployment,Project Management,Critical,In Progress,2025-05-25,2025-05-30,,user_063,user_140,manager_09,Engineering,9.95,8.93,6.0,0,10,,22,True
TASK_043305,Task 43305: Test enhanced feature in system integration environment,Develop urgent strategy for security audit campaign. integrate enhanced api with workflow automation service,Testing,Critical,In Progress,2025-08-18,2025-08-30,,user_195,user_197,,Legal,34.24,44.97,4.5,0,6,9.1,-63,False
TASK_043306,Task 43306: Configure automated settings for payment processing deployment,Implement complex functionality for the inventory management module. fix automated bug in payment processing system,Finance,Medium,Completed,2025-05-26,2025-06-20,2025-06-16,user_025,user_045,manager_18,Finance,5.88,5.4,7.7,1,15,6.7,21,False
TASK_043307,Task 43307: Review and update automated documentation for compliance check process,Conduct advanced research on workflow automation market trends. fix urgent bug in system integration system,Design,Medium,Completed,2025-07-08,2025-07-18,2025-07-14,user_054,user_197,manager_03,Marketing,4.45,5.98,6.9,0,9,6.1,-22,False
TASK_043308,Task 43308: Implement routine functionality for the inventory management module,Optimize critical performance in client onboarding database. design critical interface for compliance check application,Documentation,Medium,Completed,2025-06-26,2025-07-01,,user_067,user_083,manager_09,HR,10.97,10.7,3.5,0,11,6.7,-10,False
TASK_043309,Task 43309: Develop enhanced strategy for workflow automation campaign,Test advanced feature in performance monitoring environment. review and update routine documentation for data migration process,Finance,Low,On Hold,2025-05-26,2025-06-01,,user_124,user_029,manager_25,Legal,10.13,,3.2,1,8,6.0,21,True
TASK_043310,Task 43310: Fix advanced bug in performance monitoring system,Validate automated requirements for user authentication project. design new interface for data migration application,Research,High,Completed,2025-06-22,2025-07-10,,user_181,user_075,manager_20,Marketing,9.71,14.11,1.0,0,5,7.4,-6,False
TASK_043311,Task 43311: Design streamlined interface for payment processing application,Review and update new documentation for system integration process. integrate automated api with workflow automation service,Testing,High,Completed,2025-07-04,2025-07-10,,user_019,user_199,manager_14,Legal,7.7,6.1,2.8,1,9,6.1,-18,False
TASK_043312,Task 43312: Fix complex bug in client onboarding system,Analyze routine data for data migration optimization. integrate critical api with client onboarding service,Legal,High,On Hold,2025-01-04,2025-01-07,,user_198,user_017,manager_26,Marketing,2.98,,5.1,0,10,5.2,163,True
TASK_043313,Task 43313: Analyze automated data for client onboarding optimization,Conduct automated research on payment processing market trends. monitor urgent metrics for workflow automation dashboard,Development,Medium,Completed,2025-07-12,2025-07-27,,user_008,user_101,manager_20,Legal,22.93,18.54,6.4,2,13,2.5,-26,False
TASK_043314,Task 43314: Test streamlined feature in client onboarding environment,,Infrastructure,High,In Progress,2025-02-16,2025-02-27,,user_126,user_175,manager_19,Marketing,15.01,18.95,2.1,1,12,9.6,120,True
TASK_043315,Task 43315: Create complex report for inventory management stakeholders,Analyze enhanced data for performance monitoring optimization. prepare automated presentation for client onboarding meeting,Marketing,Medium,In Progress,2025-05-08,2025-05-10,,user_199,user_138,manager_04,Finance,6.44,5.55,6.7,3,11,3.2,39,True
TASK_043316,Task 43316: Analyze urgent data for security audit optimization,Prepare streamlined presentation for system integration meeting. optimize streamlined performance in client onboarding database,Infrastructure,Medium,In Progress,2025-01-02,2025-01-18,,user_039,user_036,manager_10,Operations,25.24,31.91,5.6,2,15,7.5,165,True
TASK_043317,Task 43317: Review and update streamlined documentation for compliance check process,Integrate routine API with data migration service. prepare comprehensive presentation for payment processing meeting,Finance,High,In Progress,2025-03-21,2025-03-30,,user_130,user_073,manager_11,Finance,47.41,67.69,7.1,0,4,7.1,87,True
TASK_043318,Task 43318: Implement complex functionality for the security audit module,Monitor urgent metrics for payment processing dashboard. design streamlined interface for user authentication application,Infrastructure,High,Completed,2025-04-04,2025-04-12,,user_033,user_031,manager_15,Operations,11.26,14.86,6.5,1,4,8.0,73,False
TASK_043319,Task 43319: Analyze comprehensive data for workflow automation optimization,Configure enhanced settings for compliance check deployment. optimize routine performance in data migration database,Finance,Low,On Hold,2025-07-12,2025-07-16,,user_101,user_083,manager_15,Engineering,3.02,,4.2,4,7,6.0,-26,False
TASK_043320,Task 43320: Test urgent feature in security audit environment,Fix complex bug in payment processing system. fix advanced bug in performance monitoring system,Testing,High,In Progress,2025-07-31,2025-08-02,,user_122,user_014,manager_10,Sales,14.56,14.35,5.4,2,4,7.3,-45,False
TASK_043321,Task 43321: Configure new settings for inventory management deployment,Test complex feature in user authentication environment. implement comprehensive functionality for the compliance check module,Sales,Low,Completed,2024-12-27,2025-01-05,2025-01-05,user_167,user_060,manager_14,Finance,5.14,4.94,4.8,1,8,8.3,171,False
TASK_043322,Task 43322: Implement comprehensive functionality for the performance monitoring module,Monitor critical metrics for data migration dashboard. optimize new performance in payment processing database,Sales,Low,Completed,2025-03-28,2025-04-17,2025-04-15,user_176,user_028,manager_22,Sales,15.87,21.65,3.0,2,3,4.5,80,False
TASK_043323,Task 43323: Create comprehensive report for system integration stakeholders,Review and update critical documentation for user authentication process. review and update automated documentation for performance monitoring process,Research,Medium,In Progress,2025-07-22,2025-07-26,,user_014,user_061,manager_25,Finance,26.99,31.93,2.8,3,5,7.3,-36,False
TASK_043324,Task 43324: Implement new functionality for the performance monitoring module,Prepare complex presentation for security audit meeting. review and update urgent documentation for data migration process,Development,High,Not Started,2025-05-23,2025-05-29,,user_016,user_134,manager_11,Finance,20.05,,3.3,2,3,7.9,24,True
TASK_043325,Task 43325: Conduct urgent research on inventory management market trends,Configure streamlined settings for payment processing deployment. monitor critical metrics for data migration dashboard,Research,Medium,Completed,2025-02-23,2025-03-07,2025-03-09,user_193,user_023,manager_08,Sales,3.86,3.01,7.5,0,8,6.6,113,False
TASK_043326,Task 43326: Review and update complex documentation for workflow automation process,Implement enhanced functionality for the data migration module. analyze critical data for payment processing optimization,HR,Medium,In Progress,2025-06-11,2025-06-13,,user_197,user_082,manager_15,Finance,15.83,13.37,5.5,1,21,3.7,5,True
TASK_043327,Task 43327: Fix complex bug in compliance check system,Review and update complex documentation for system integration process. implement critical functionality for the performance monitoring module,Infrastructure,Critical,Completed,2025-05-05,2025-05-07,,user_019,user_176,manager_07,HR,19.6,26.02,3.3,0,8,6.2,42,False
